avg_rating,comment_avg_rating
9.0,8.9
10.0,9.38
9.0,9.78
9.0,8.8
9.0,9.7
9.0,8.82
10.0,9.82
9.0,8.9
9.0,7.242105263157895
9.0,8.08
9.0,8.84
9.0,7.86
8.0,9.8
9.0,8.72
9.0,7.28
7.0,7.54
7.0,7.06
8.0,8.7
8.0,7.74
8.0,8.32
