9.0,Novotel Bangkok Platinum Pratunam Hotel
9.0,"Royal Orchid Sheraton Hotel & Towers, Bangkok"
9.0,SKYVIEW Hotel Bangkok
9.0,Siri Sathorn Bangkok by UHG Hotel
9.0,The Peninsula Bangkok Hotel
9.0,"The Quarter Ari by UHG Hotel, Bangkok"
9.0,"The Quarter Ladprao by UHG Hotel, Bangkok"
10.0,Carlton Hotel Bangkok Sukhumvit
10.0,Sindhorn Midtown Hotel Bangkok
10.0,"The Quarter Phromphong By UHG Hotel, Bangkok"
